8c8c2d07-f97b-448a-b6f2-e2e1f6fd0e71.jsonl:6	fire1	/tmp/claude/handoff-tatari-skills-stack.md
adda600b-8847-4a18-8de3-643cc3c04c11.jsonl:4	fire1	/repos/scottidler/claude/docs/handoff-mpe-qa-tool-eviction.md
adda600b-8847-4a18-8de3-643cc3c04c11.jsonl:18	fire1	/repos/scottidler/claude/docs/handoff-mpe-qa-tool-eviction.md
601dad95-483d-4352-9edd-9e0d030d8a59.jsonl:4	fire1	/tmp/valet-handoff.md
67aad99a-a4fd-4db1-96ff-f8c52906a857.jsonl:4	fire1	/tmp/claude-1000/valet-enroll-identity-handoff.md
2c7543a3-e3b5-453e-b0f5-b31e179e9eb1.jsonl:5	fire1	/tmp/claude-1000/claude-1000/-home-saidler-tmp/ac861423-4365-4e05-9c19-d87e677acc23/scratchpad/handoff-synthetic-checks-epic-reconcile.md
049bec5f-8ccc-4fac-9b49-618576dadb61.jsonl:4	fire1	/tmp/handoff-2026-08-12-open-issues.md
0a047227-6893-4925-9cb2-ac829d812197.jsonl:9	fire1	/tmp/claude-1000/claude-1000/-tmp/e6d1b0b0-7607-4f41-96c9-606cbf349d8b/scratchpad/HANDOFF-tsr-maintenance-fairness.md
0a047227-6893-4925-9cb2-ac829d812197.jsonl:1908	fire1	/tmp/claude-1000/claude-1000/-tmp/e6d1b0b0-7607-4f41-96c9-606cbf349d8b/scratchpad/HANDOFF-tsr-maintenance-fairness.md
16181e66-ab66-41ff-af67-6e2836b01e19.jsonl:5	fire1	/tmp/tech-spec-cleanup-handoff-2026-09-10.md
4ab3e3ea-64a1-4b92-8ef0-0150a54efae7.jsonl:5	fire1	/tmp/claude/soc2/HANDOFF-2-pick-up-the-pieces.md
56879992-2f8a-4c51-ba3e-aa839eb37d89.jsonl:5	fire1	/tmp/tech-spec-cleanup-handoff-2026-09-10.md
7cf0e433-85aa-4391-a7a5-63d6185b7253.jsonl:9	fire1	scratchpad/handoff-vault-domains.md
a2823139-2316-4db0-adca-f31581af9586.jsonl:5	fire1	/tmp/claude-1000/handoff-general-wrapper-cleanup.md
c640cd94-4d7c-44c5-addb-5dd5663400df.jsonl:5	fire1	/tmp/tech-spec-cleanup-handoff-2026-09-10-part2.md
dbda303f-84a1-4b28-a18e-674990f96f3d.jsonl:5	fire1	/tmp/tech-spec-cleanup-handoff-2026-09-09.md
f9a4bdbd-01bc-4ae4-9522-8da93005c32a.jsonl:5	fire1	/tmp/claude/soc2/HANDOFF-3-carry-the-torch.md
